@relation arr
@attribute list1 numeric
@attribute list2 numeric
@data
0.58953795931302,0.0380680013913661
0.88378455163911,0.702713334700093
0.00112022692337632,0.125653396826237
0.486445033689961,0.0286200703121722
0.691930661443621,0.232500792946666
0.250066151143983,0.616494276793674
0.00693188537843525,0.674455747939646
0.283972321543843,0.206923682708293
0.866298781940714,0.771222339244559
0.395197753561661,0.264637620421126
0.0934225406963378,0.457153206691146
0.692445612279698,0.356260230997577
0.566318863071501,0.681253029266372
0.353367024334148,0.661463748663664
0.957380266627297,0.85522994142957
0.931611209642142,0.179152691969648
0.945729208411649,0.348974168533459
0.241677739424631,0.501114669954404
0.319967295741662,0.626471476163715
0.137504533631727,0.804634394589812
0.669295238796622,0.916719010332599
0.0593253632541746,0.537065234966576
0.85658978112042,0.589985743630677
0.375069290166721,0.684633256867528
0.520450410200283,0.807420046068728
0.615073241759092,0.460523693822324
0.44751963741146,0.402292583603412
0.49480611900799,0.610969626577571
0.426622170256451,0.749922391260043
0.555678745964542,0.691776693798602
0.997292898362502,0.251497320830822
0.585969242267311,0.754626393551007
0.3553499316331,0.0993191788438708
0.545948946848512,0.846149172866717
0.147534324321896,0.470907162409276
0.373502406757325,0.243881661444902
0.0400261343456805,0.70567616308108
0.674973881803453,0.232864294201136
0.267279369523749,0.815603605471551
0.429724004119635,0.12408355041407
0.696518366690725,0.260266571538523
0.917827802943066,0.969350626925007
0.935074161505327,0.318830324569717
0.519190330523998,0.456876104930416
0.949886688962579,0.352122258162126
0.939747746102512,0.0319309215992689
0.509551342111081,0.376455240184441
0.557493466418236,0.304681841749698
0.599317745305598,0.439140932401642
0.787353002931923,0.676819132873788
0.0708084946963936,0.758091464173049
0.425176301039755,0.819595074746758
0.591051012510434,0.965900791343302
0.323666372569278,0.236362279159948
0.319930851925164,0.285328629892319
0.449549908284098,0.973623969359323
0.0926086395047605,0.406016634777188
0.0727507676929235,0.706894835224375
0.422207612311468,0.780103660188615
0.828730991110206,0.84131620102562
0.803486352553591,0.342555793235078
0.0561045836657286,0.283943422371522
0.234810644993559,0.0154777790885419
0.50353617570363,0.897554735420272
0.273094280157238,0.88552459073253
0.679483953863382,0.849347881739959
0.529954399680719,0.812814542558044
0.951560602989048,0.365611716872081
0.177434247452766,0.112681085010991
0.684459829004481,0.931237615644932
0.993806740501896,0.957224482903257
0.289480306673795,0.334708207286894
0.783651447854936,0.0136152021586895
0.687474108068272,0.848171883961186
0.943914976203814,0.53744678129442
0.473552055889741,0.817538045113906
0.467868858249858,0.311354835052043
0.18881819001399,0.309467390179634
0.429694921942428,0.534644016996026
0.682695785770193,0.601970915682614
0.427813595160842,0.342878949828446
0.715868573170155,0.794810973573476
0.725490166805685,0.909923255676404
0.584028270561248,0.587967858882621
0.0960890094283968,0.00117648462764919
0.0685398397035897,0.809234312735498
0.543491500429809,0.737722805235535
0.443184930132702,0.498541495297104
0.884357399540022,0.297193800564855
0.332141292281449,0.848467061296105
0.375306538073346,0.867677671601996
0.283617192180827,0.641628922428936
0.490674438886344,0.428528627613559
0.607510006986558,0.349073969759047
0.087286030407995,0.705068000592291
0.0368622636888176,0.065263589611277
0.193895821459591,0.820459606824443
0.41693318169564,0.543524129316211
0.163700909353793,0.997614914085716
0.983027753420174,0.136592214228585
3.06087231007405,0.777880717534572
3.14264490338974,0.202361338073388
3.0314399828203,0.074983580969274
3.66515633626841,0.890312949661165
3.25020645558834,0.856283822096884
3.49700124165975,0.639871345600113
3.97947711870074,0.470205483259633
3.5953632213641,0.359581291209906
3.88806544430554,0.554295486072078
3.27544045960531,0.190700755687431
3.23968743416481,0.89214306185022
3.72796579427086,0.652467575389892
3.61402698163874,0.520243422826752
3.90284772962332,0.91790512134321
3.6266181145329,0.419791864231229
3.84097379329614,0.310785611625761
3.27689563436434,0.717386603355408
3.66466768085957,0.0444727339781821
